EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
663088,RIVERSIDE CO.,CORONA,10/23/2016,1900,Lightning, , ,0,0,6000,0,CA,PST-8, ,111154,C,65,SGX,0,0,Public, , , ,1,NNW,1,NNW,CORONA,10/23/2016,2000,33.8834,-117.5867,33.8834,-117.5867,"Multiple utility poles down, likely caused by frequent cloud to ground lightning.","A widespread elevated thunderstorm event occurred  across northern San Diego, Orange, western Riverside and southwest San Bernardino counties lasting up to 24 hours and producing 2500 cloud to ground strikes (4000 total flashes) over the land and California bight waters. Toward the end of the episode thunderstorms affected southern San Diego county. An upper level trough approached the coast and tapped subtropical moisture from the south. The main area of showers and thunderstorms was oriented southwest to northeast from northern San Diego County and Orange County through the Inland Empire and up into San Bernardino County high deserts, training over this area for most of the day and night of the 23rd. Two-day rainfall totals were from one-quarter to one inch for most areas and locally just over one inch on the coastal slopes of the San Bernardino mountains. San Diego county had the least with 0.25 or less and the most was the greater Riverside area with up to an inch of rain. Minor street flooding occurred in Orange and Riverside Counties.  Several power poles were downed or burned due to lightning strikes. One strike hit a football player practicing at Grossmont High School in El Cajon, but he survived.",270
663089,SAN BERNARDINO CO.,APPLE VLY,10/23/2016,1930,Lightning, , ,0,0,10000,0,CA,PST-8, ,111154,C,71,SGX,0,0,Fire Department/Rescue, , , ,2,SE,2,SE,APPLE VLY,10/23/2016,2015,34.4995,-117.1752,34.4995,-117.1752,"Multiple power lines and transformers damaged by lightning strikes.","A widespread elevated thunderstorm event occurred  across northern San Diego, Orange, western Riverside and southwest San Bernardino counties lasting up to 24 hours and producing 2500 cloud to ground strikes (4000 total flashes) over the land and California bight waters. Toward the end of the episode thunderstorms affected southern San Diego county. An upper level trough approached the coast and tapped subtropical moisture from the south. The main area of showers and thunderstorms was oriented southwest to northeast from northern San Diego County and Orange County through the Inland Empire and up into San Bernardino County high deserts, training over this area for most of the day and night of the 23rd. Two-day rainfall totals were from one-quarter to one inch for most areas and locally just over one inch on the coastal slopes of the San Bernardino mountains. San Diego county had the least with 0.25 or less and the most was the greater Riverside area with up to an inch of rain. Minor street flooding occurred in Orange and Riverside Counties.  Several power poles were downed or burned due to lightning strikes. One strike hit a football player practicing at Grossmont High School in El Cajon, but he survived.",271
663087,RIVERSIDE CO.,WOODCREST,10/24/2016,700,Lightning, , ,0,0,2000,0,CA,PST-8, ,111154,C,65,SGX,0,0,Law Enforcement, , , ,1,E,1,E,WOODCREST,10/24/2016,800,33.88,-117.3326,33.88,-117.3326,"CHP reported a fire due to power lines downed from a lightning strike.","A widespread elevated thunderstorm event occurred  across northern San Diego, Orange, western Riverside and southwest San Bernardino counties lasting up to 24 hours and producing 2500 cloud to ground strikes (4000 total flashes) over the land and California bight waters. Toward the end of the episode thunderstorms affected southern San Diego county. An upper level trough approached the coast and tapped subtropical moisture from the south. The main area of showers and thunderstorms was oriented southwest to northeast from northern San Diego County and Orange County through the Inland Empire and up into San Bernardino County high deserts, training over this area for most of the day and night of the 23rd. Two-day rainfall totals were from one-quarter to one inch for most areas and locally just over one inch on the coastal slopes of the San Bernardino mountains. San Diego county had the least with 0.25 or less and the most was the greater Riverside area with up to an inch of rain. Minor street flooding occurred in Orange and Riverside Counties.  Several power poles were downed or burned due to lightning strikes. One strike hit a football player practicing at Grossmont High School in El Cajon, but he survived.",272
663090,SAN BERNARDINO CO.,APPLE VLY,10/24/2016,700,Lightning, , ,0,0,12000,0,CA,PST-8, ,111154,C,71,SGX,0,0,Trained Spotter, , , ,8,SE,1,WNW,HIGHLAND,10/24/2016,800,34.4381,-117.1007,34.1355,-117.2162,"Several power poles down across streets in Highland, with lines down across yards, likely due to a lightning strike. Lightning struck a power pole, pole and lines down on roadway southeast of Apple Valley.","A widespread elevated thunderstorm event occurred  across northern San Diego, Orange, western Riverside and southwest San Bernardino counties lasting up to 24 hours and producing 2500 cloud to ground strikes (4000 total flashes) over the land and California bight waters. Toward the end of the episode thunderstorms affected southern San Diego county. An upper level trough approached the coast and tapped subtropical moisture from the south. The main area of showers and thunderstorms was oriented southwest to northeast from northern San Diego County and Orange County through the Inland Empire and up into San Bernardino County high deserts, training over this area for most of the day and night of the 23rd. Two-day rainfall totals were from one-quarter to one inch for most areas and locally just over one inch on the coastal slopes of the San Bernardino mountains. San Diego county had the least with 0.25 or less and the most was the greater Riverside area with up to an inch of rain. Minor street flooding occurred in Orange and Riverside Counties.  Several power poles were downed or burned due to lightning strikes. One strike hit a football player practicing at Grossmont High School in El Cajon, but he survived.",273
663092,SAN DIEGO CO.,RAINBOW,10/24/2016,1500,Lightning, , ,0,0,1500,0,CA,PST-8, ,111154,C,73,SGX,0,0,Department of Highways, , , ,0,N,0,N,RAINBOW,10/24/2016,1530,33.42,-117.15,33.42,-117.15,"Lightning struck a tree which caught on fire.","A widespread elevated thunderstorm event occurred  across northern San Diego, Orange, western Riverside and southwest San Bernardino counties lasting up to 24 hours and producing 2500 cloud to ground strikes (4000 total flashes) over the land and California bight waters. Toward the end of the episode thunderstorms affected southern San Diego county. An upper level trough approached the coast and tapped subtropical moisture from the south. The main area of showers and thunderstorms was oriented southwest to northeast from northern San Diego County and Orange County through the Inland Empire and up into San Bernardino County high deserts, training over this area for most of the day and night of the 23rd. Two-day rainfall totals were from one-quarter to one inch for most areas and locally just over one inch on the coastal slopes of the San Bernardino mountains. San Diego county had the least with 0.25 or less and the most was the greater Riverside area with up to an inch of rain. Minor street flooding occurred in Orange and Riverside Counties.  Several power poles were downed or burned due to lightning strikes. One strike hit a football player practicing at Grossmont High School in El Cajon, but he survived.",274
663093,SAN DIEGO CO.,LA MESA,10/24/2016,1730,Lightning, , ,0,1,0,0,CA,PST-8, ,111154,C,73,SGX,0,0,Broadcast Media, , , ,2,ENE,2,ENE,LA MESA,10/24/2016,1830,32.7811,-117.0182,32.7811,-117.0182,"A teenage football player was sent to the emergency room after getting struck by lightning at Grossmont High School. The player survived the strike.","A widespread elevated thunderstorm event occurred  across northern San Diego, Orange, western Riverside and southwest San Bernardino counties lasting up to 24 hours and producing 2500 cloud to ground strikes (4000 total flashes) over the land and California bight waters. Toward the end of the episode thunderstorms affected southern San Diego county. An upper level trough approached the coast and tapped subtropical moisture from the south. The main area of showers and thunderstorms was oriented southwest to northeast from northern San Diego County and Orange County through the Inland Empire and up into San Bernardino County high deserts, training over this area for most of the day and night of the 23rd. Two-day rainfall totals were from one-quarter to one inch for most areas and locally just over one inch on the coastal slopes of the San Bernardino mountains. San Diego county had the least with 0.25 or less and the most was the greater Riverside area with up to an inch of rain. Minor street flooding occurred in Orange and Riverside Counties.  Several power poles were downed or burned due to lightning strikes. One strike hit a football player practicing at Grossmont High School in El Cajon, but he survived.",275
675763,SAN FRANCISCO CO.,CRISSY AAF,01/20/2017,435,Lightning, , ,0,0,10,10,CA,PST-8, ,113024,C,75,MTR,0,0,Public, , , ,4,E,4,E,CRISSY AAF,01/20/2017,440,37.7952,-122.4028,37.7952,-122.4028,"Photos of lightning striking the Transamerica Pyramid building shared on social media.","The second in a series of three storms between January 18-23. Storm two occurred January 19-20. Heavy rain, strong winds, and small hail were observed with this frontal system as well as lightning strikes in San Francisco.",276
675759,SAN FRANCISCO CO.,SAN FRANCISCO,01/20/2017,556,Lightning, , ,0,0,10,10,CA,PST-8, ,113024,C,75,MTR,0,0,Public, , , ,0,NNW,0,NNW,SAN FRANCISCO,01/20/2017,600,37.7552,-122.4529,37.7552,-122.4529,"Video of Sutro tower being struck by lightning shared on social media.","The second in a series of three storms between January 18-23. Storm two occurred January 19-20. Heavy rain, strong winds, and small hail were observed with this frontal system as well as lightning strikes in San Francisco.",277
675757,SAN FRANCISCO CO.,SAN FRANCISCO,01/22/2017,1338,Lightning, , ,0,0,10,10,CA,PST-8, ,113041,C,75,MTR,0,0,Trained Spotter, , , ,2,NNE,2,NNE,SAN FRANCISCO,01/22/2017,1339,37.78,-122.43,37.78,-122.43,"","Third in a series of three storm systems occurred from January 22 to January 23. Heavy rain, lightning, wind, hail, snow (above 2500 ft), and record breaking surf were observed with this system.",278
685647,STANISLAUS CO.,OAKDALE,03/21/2017,1200,Lightning, , ,0,0,200000,0,CA,PST-8, ,114394,C,99,STO,0,0,Public, , , ,0,N,0,N,OAKDALE,03/21/2017,1200,37.77,-120.85,37.77,-120.85,"Lightning hit a tree in Oakdale, CA, causing a fire in nearby electrical transformer and resulting in a power outage. Three homes and a few vehicles were reported damaged.","Strong storms developed behind a cold front, bringing abundant rain and severe weather, including a damaging micro-burst and large hail in the foothills.",279
688566,NAPA CO.,NAPA,03/21/2017,2300,Lightning, , ,0,0,0,0,CA,PST-8, ,114798,C,55,MTR,0,0,Newspaper, , , ,0,N,0,N,NAPA,03/21/2017,2301,38.3,-122.3,38.3,-122.3,"A tree was struck by lightning at Park Ave and Sonoma Street leaving thousands without power. Reported by the Napa Valley Register.","The SFO area was impacted by a series of mid/upper level troughs at the end of March that created isolated thunderstorms. Some of these thunderstorms resulted in damaging winds, lightning, pea sized hail, and minor roadway flooding.",280
690293,BUTTE CO.,CHICO,04/13/2017,1425,Lightning, , ,0,0,45000,0,CA,PST-8, ,114841,C,7,STO,0,0,Broadcast Media, , , ,1,W,1,W,CHICO,04/13/2017,1425,39.73,-121.84,39.73,-121.84,"Lightning struck a very large oak tree near Bidwell Mansion in Chico. Large tree limbs came down, damaging 9 cars. Report time based on radar.","Thunderstorms had periods of heavy rain and small hail, as well as a damaging lightning strike.",281
719296,RIVERSIDE CO.,WARNER SPGS,08/03/2017,200,Lightning, , ,0,0,5000,0,CA,PST-8, ,119943,C,65,SGX,0,0,Utility Company, , , ,39,N,39,N,WARNER SPGS,08/03/2017,300,33.8328,-116.5443,33.8328,-116.5443,"Lightning strikes produced power outages in Palm Springs.","The month began with a ridge of high pressure over the Great Basin and moderate easterly flow in the mid and upper levels. This allowed monsoon moisture to surge into the southern half of California August 1st-3rd. Severe storms occurred in the Inland Empire and San Diego County Valleys on the 1st. Storms focused more on the mountains and deserts on the 2nd and 3rd, with reduced intensity overall.",282
719297,RIVERSIDE CO.,DESERT HOT SPGS,08/03/2017,245,Lightning, , ,0,0,5000,0,CA,PST-8, ,119943,C,65,SGX,0,0,Utility Company, , , ,1,SSW,1,SSW,DESERT HOT SPGS,08/03/2017,345,33.9559,-116.5045,33.9559,-116.5045,"Lightning strikes produced power outages in Desert Hot Springs.","The month began with a ridge of high pressure over the Great Basin and moderate easterly flow in the mid and upper levels. This allowed monsoon moisture to surge into the southern half of California August 1st-3rd. Severe storms occurred in the Inland Empire and San Diego County Valleys on the 1st. Storms focused more on the mountains and deserts on the 2nd and 3rd, with reduced intensity overall.",283
720727,SAN BERNARDINO CO.,COLTON,08/31/2017,1800,Lightning, , ,0,0,15000,0,CA,PST-8, ,120282,C,71,SGX,0,0,County Official, , , ,2,NNE,2,NNE,COLTON,08/31/2017,1800,34.0728,-117.3143,34.0728,-117.3143,"A lightning strike damaged a critical power transformer in Colton, cutting power to 95% of the city. An estimated 50,000 customers lost power. Area schools closed due to a lack of power that lingered into the following day.","A large upper level ridge of warm air over the Great Basin brought persistent east to southeast flow over the region in late August. Strong flow and limited instability largely kept the convection below severe levels. However, weakening of the ridge on the 31st increased instability. This helped severe convection develop over the Inland Empire. Downburst wind intensity was aided by dry air in the low levels and record high temperatures.",284
720446,TULARE CO.,LODGEPOLE,09/03/2017,1130,Lightning, , ,0,3,0,0,CA,PST-8, ,119730,C,107,HNX,0,0,NWS Employee, , , ,5,E,5,E,LODGEPOLE,09/03/2017,1230,36.5976,-118.6343,36.5976,-118.6343,"A family of three were struck by lightning and injured while wilderness backpacking at Sequoia National Park.","A northwest surge of tropical moisture during the Labor Day weekend produced strong thunderstorms over the Kern County Mountains during the late afternoon of September 3. These thunderstorms produced heavy rain which caused flash flooding in the Frazier Park and Pine Mountain Club areas. The thunderstorms spread northward through the San Joaquin Valley along an outflow boundary which also produced wind gusts between 40 and 50 mph and blowing dust which reduced visibility to near zero.",285
723124,RIVERSIDE CO.,PALM DESERT,09/07/2017,1600,Lightning, , ,0,0,10000,0,CA,PST-8, ,120680,C,65,SGX,0,0,Broadcast Media, , , ,0,NNE,0,NNE,PALM DESERT,09/07/2017,1600,33.7252,-116.3768,33.7252,-116.3768,"A lightning strike struck a palm tree, catching the tree and a residence on fire.","The month picked up where August left off, with an active monsoon pattern bringing periods of showers and thunderstorms to the mountains and deserts. The storms were confined to the deserts where intense isolated strong/severe thunderstorms on the 7th, 8th and 9th produced damage and impacts. Flash flooding was especially intense in Palm Springs and Cathedral City on the 9th, where structures throughout the city were flooded and roads were covered in debris. At Palm Springs High School 31 classrooms were inundated. Major flood damage also occurred at the Safari Mobile Home Park. Palm Springs set a daily record with 1.19 inches of rainfall. Many trees were toppled on September 8th when 62 mph winds occurred at Thermal Airport.",286
722824,SAN DIEGO CO.,WARNER SPGS,09/09/2017,600,Lightning, , ,0,0,5000,0,CA,PST-8, ,120680,C,73,SGX,0,0,Broadcast Media, , , ,37,NNE,37,NNE,WARNER SPGS,09/09/2017,600,33.8075,-116.4975,33.8075,-116.4975,"A lightning strike knocked out power to 1000 customers in Palm Springs.","The month picked up where August left off, with an active monsoon pattern bringing periods of showers and thunderstorms to the mountains and deserts. The storms were confined to the deserts where intense isolated strong/severe thunderstorms on the 7th, 8th and 9th produced damage and impacts. Flash flooding was especially intense in Palm Springs and Cathedral City on the 9th, where structures throughout the city were flooded and roads were covered in debris. At Palm Springs High School 31 classrooms were inundated. Major flood damage also occurred at the Safari Mobile Home Park. Palm Springs set a daily record with 1.19 inches of rainfall. Many trees were toppled on September 8th when 62 mph winds occurred at Thermal Airport.",287
718744,SAN MATEO CO.,SHARP PARK,09/11/2017,649,Lightning, , ,0,0,0,0,CA,PST-8, ,119919,C,81,MTR,0,0,Trained Spotter, , , ,0,NW,0,NW,SHARP PARK,09/11/2017,654,37.6344,-122.4869,37.6344,-122.4869,"Lightning strike caused damage to a residence on Tablot Ave in Pacifica.","A disturbance rotating around an upper level low west of San Diego brought thunderstorm activity to the Bay Area on September 11. Widespread reports of lightning were received along with a few small hail reports and strong wind gusts. It has been reported that there were over 40,000 lightning strikes across the Central Coast of California during this event. Several brush fires were also ignited due to lightning strikes.",288
718745,SAN MATEO CO.,HALF MOON BAY ARPT,09/11/2017,1700,Lightning, , ,0,0,0,0,CA,PST-8, ,119919,C,81,MTR,0,0,Broadcast Media, , , ,1,WNW,1,WNW,HALF MOON BAY ARPT,09/11/2017,1705,37.5244,-122.5092,37.5244,-122.5092,"News report from KRON showed lightning struck a tree in San Mateo County on Pearl Ave causing a tree to crash into and damage a home.","A disturbance rotating around an upper level low west of San Diego brought thunderstorm activity to the Bay Area on September 11. Widespread reports of lightning were received along with a few small hail reports and strong wind gusts. It has been reported that there were over 40,000 lightning strikes across the Central Coast of California during this event. Several brush fires were also ignited due to lightning strikes.",289
718746,SAN FRANCISCO CO.,SAN FRANCISCO,09/11/2017,1736,Lightning, , ,0,0,0,0,CA,PST-8, ,119919,C,75,MTR,0,0,Trained Spotter, , , ,1,WNW,1,WNW,SAN FRANCISCO,09/11/2017,1741,37.76,-122.47,37.76,-122.47,"Trained spotter reported lightning.","A disturbance rotating around an upper level low west of San Diego brought thunderstorm activity to the Bay Area on September 11. Widespread reports of lightning were received along with a few small hail reports and strong wind gusts. It has been reported that there were over 40,000 lightning strikes across the Central Coast of California during this event. Several brush fires were also ignited due to lightning strikes.",290
718973,SAN MATEO CO.,DALY CITY,09/11/2017,1746,Lightning, , ,0,0,0,0,CA,PST-8, ,119919,C,81,MTR,0,0,Social Media, , , ,1,NE,1,NE,DALY CITY,09/11/2017,1748,37.7117,-122.4053,37.7117,-122.4053,"Social media post on twitter from the public reports small hail as well as lightning near San Francisco.","A disturbance rotating around an upper level low west of San Diego brought thunderstorm activity to the Bay Area on September 11. Widespread reports of lightning were received along with a few small hail reports and strong wind gusts. It has been reported that there were over 40,000 lightning strikes across the Central Coast of California during this event. Several brush fires were also ignited due to lightning strikes.",291
720626,KINGS CO.,SHORT ACRES,09/11/2017,1900,Lightning, , ,0,0,10000,0,CA,PST-8, ,120243,C,31,HNX,0,0,Social Media, , , ,1,E,1,E,SHORT ACRES,09/11/2017,1900,36.35,-119.64,36.35,-119.64,"A report of lightning striking a house near Hanford High School was reported on social media.","The persistent cut off upper low remained situated off the central California coast and continued to pull tropical moisture northward into central California. Some deep tropical moisture associated with a fairly strong upper level shortwave pushed into central California on September 11 and produced a severe thunderstorm outbreak during the afternoon and evening. Numerous reports of downburst winds exceeding 60 mph were reported and the impacts form these thunderstorms included downed power lines, damage to roofs; and large objects being knocked over and damaged.  Rainfall amounts were generally a quarter of an inch or less with a few locations in the Southern Sierra Nevada and Tehachapi Mountains receiving between a quarter inch and a half inch of rain.",292
719051,SAN FRANCISCO CO.,OCEAN VIEW,09/11/2017,2030,Lightning, , ,0,0,0,0,CA,PST-8, ,119919,C,75,MTR,0,0,Newspaper, , , ,8,SSE,8,SSE,OCEAN VIEW,09/11/2017,2032,37.6196,-122.3738,37.6196,-122.3738,"News article from SF Gate reports that an airline worker was nearly struck by lightning at Ssan Francisco International Airport http://www.sfgate.com/news/bayarea/article/Airline-Worker-Nearly-Struck-By-Lightning-Monday-12191284.php.","A disturbance rotating around an upper level low west of San Diego brought thunderstorm activity to the Bay Area on September 11. Widespread reports of lightning were received along with a few small hail reports and strong wind gusts. It has been reported that there were over 40,000 lightning strikes across the Central Coast of California during this event. Several brush fires were also ignited due to lightning strikes.",293
738504,SAN FRANCISCO CO.,CRISSY AAF,03/02/2018,946,Lightning, , ,0,0,0,0,CA,PST-8, ,122999,C,75,MTR,0,0,NWS Employee, , , ,5,ENE,5,ENE,CRISSY AAF,03/02/2018,950,37.8136,-122.3851,37.8136,-122.3851,"Lightning detected over the San Francisco Bay.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",294
738635,SONOMA CO.,PETALUMA,03/14/2018,1000,Lightning, , ,0,0,0,0,CA,PST-8, ,123194,C,97,MTR,0,0,Newspaper, , , ,0,N,0,N,PETALUMA,03/14/2018,1005,38.23,-122.63,38.23,-122.63,"The Press Democrat in Santa Rosa reported that lightning struck a PG&E circuit at 11 am the morning of the 14th causing a power outage for 25 Petaluma residents lasting through the evening|http://www.pressdemocrat.com/news/8113975-181/rainfall-hail-in-sonoma-county?gallery=8113553&sba=AAS.","An upper level disturbance moved through the area on the afternoon of the 14th. This disturbance created scattered thunderstorms that resulted in lightning and accumulating hail in the North and East Bay areas.",295
744753,SANTA CLARA CO.,CAMPBELL,04/16/2018,830,Lightning, , ,0,0,0,0,CA,PST-8, ,124111,C,85,MTR,0,0,Broadcast Media, , , ,2,E,2,E,CAMPBELL,04/16/2018,832,37.3,-121.94,37.3,-121.94,"Media reported that a private jet was struck by lightning 5 miles west of Mineta San Jose International Airport.","A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",296
748500,SISKIYOU CO.,MT HEBRON,05/23/2018,835,Lightning, , ,0,1,0,0,CA,PST-8, ,124771,C,93,MFR,0,0,Newspaper, , , ,1,SW,1,SW,MT HEBRON,05/23/2018,840,41.7664,-122.0149,41.7664,-122.0149,"A man working in a bucket truck was struck by lightning on this day.  He was around 20 feet above the ground next to a 45 foot tall tree when the tree was struck.  The lightning arced from the tree and hit him in the head and shoulder area.  He was severely injured, but survived.  The bolt that hit him was the only one recorded anywhere near that area at that time.","A man working in a bucket truck was struck by lightning on this day.  He was around 20 feet above the ground next to a 45 foot tall tree when the tree was struck.  The lightning arced from the tree and hit him in the head and shoulder area.  He was severely injured, but survived.",297
761288,STANISLAUS CO.,OAKDALE,05/25/2018,145,Lightning, , ,0,0,20000,0,CA,PST-8, ,127023,C,99,STO,0,0,Newspaper, , , ,0,N,0,N,OAKDALE,05/25/2018,200,37.7768,-120.8508,37.7768,-120.8508,"A lightning strike in Oakdale ignited a fire in several Italian cypress trees. The flames spread to nearby vegetation and then to a mobile home, which sustained moderate damage. A second mobile home sustained minor heat damage.","A lightning strike early morning in Oakdale damaged trees and a mobile home.",298
776466,SAN BERNARDINO CO.,LUCERNE VLY,07/11/2018,1200,Lightning, , ,0,0,1000,0,CA,PST-8, ,129620,C,71,SGX,0,0,Trained Spotter, , , ,7,SE,7,SE,LUCERNE VLY,07/11/2018,1500,34.3784,-116.8632,34.3784,-116.8632,"A spotter reported lightning from numerous thunderstorms near Lucerne Valley.","Increased monsoonal moisture in Southern California resulted in numerous thunderstorms across the region. Flash flooding, debris flows, and lightning reported in the San Bernardino Mountains. San Diego and Riverside counties saw flash flooding too along with thunderstorm winds that caused damage. Various roads were closed through the afternoon and evening due to flooding and debris flows.",299
776676,SAN BERNARDINO CO.,BIG BEAR LAKE,07/29/2018,1500,Lightning, , ,0,0,10000,0,CA,PST-8, ,129653,C,71,SGX,0,0,Trained Spotter, , , ,5,NW,5,NW,BIG BEAR LAKE,07/29/2018,1800,34.3012,-116.9619,34.3012,-116.9619,"A spotter reported a tree engulfed in flames from a lightning strike on Delamar Mountain Road in Fawnskin.","Increased monsoonal moisture in Southern California resulted in thunderstorms across the San Bernardino Mountains. These storms produced cloud-to-ground lightning, which caused a brush fire near Lake Arrowhead. Lightning also struck a tree and caught it on fire in Fawnskin.",300
776675,SAN BERNARDINO CO.,LAKE ARROWHEAD,07/29/2018,1500,Lightning, , ,0,0,10000,0,CA,PST-8, ,129653,C,71,SGX,0,0,Department of Highways, , , ,2,E,2,E,LAKE ARROWHEAD,07/29/2018,1800,34.25,-117.145,34.25,-117.145,"Two cloud-to-ground strikes occurred outside of a rain shaft. Highway Patrol reported brush fire start just west of Lake Arrowhead. Other strikes were detected just to the east and also outside of the main rain shaft near Big Bear Lake.","Increased monsoonal moisture in Southern California resulted in thunderstorms across the San Bernardino Mountains. These storms produced cloud-to-ground lightning, which caused a brush fire near Lake Arrowhead. Lightning also struck a tree and caught it on fire in Fawnskin.",301
780113,SAN BERNARDINO CO.,MORONGO LODGE,10/12/2018,2226,Lightning, , ,0,0,10000,0,CA,PST-8, ,130300,C,71,VEF,0,0,Law Enforcement, , , ,4,NE,4,NE,MORONGO LODGE,10/12/2018,2226,34.0825,-116.532,34.0825,-116.532,"Lightning struck and set fire to a power pole. Heavy rain put out the fire.","A low pressure system moving in from the southern California coast tapped into subtropical moisture, fueling thunderstorms over the Mojave Desert. Significant flash flooding and isolated severe weather occurred.",302
804960,BUTTE CO.,GRIDLEY,01/09/2019,1455,Lightning, , ,0,0,1000,0,CA,PST-8, ,134354,C,7,STO,0,0,Public, , , ,1,E,1,E,GRIDLEY,01/09/2019,1500,39.37,-121.69,39.37,-121.69,"A video from Gridley, CA showed lighting striking a power pole.","A cool, wet Pacific system brought hazardous driving over mountain roads, local road flooding in the Central Valley, and damaging winds.",303
805148,SAN DIEGO CO.,RANCHO SANTA FE,01/31/2019,1300,Lightning, , ,0,0,2000,0,CA,PST-8, ,134370,C,73,SGX,0,0,Broadcast Media, , , ,3,NE,3,NE,RANCHO SANTA FE,01/31/2019,1500,33.0442,-117.1622,33.0442,-117.1622,"Broadcast media reported that lightning struck a fence and caused damage to it. 40 cloud-to-ground lightning strikes were observed during this event.","An upper level low moved through Southern California on January 31st and brought heavy rain and thunderstorms to the region. Thunderstorms brought occasional heavy precipitation, resulting in flash flooding. The coastal areas of Orange and San Diego County received a half an inch of precipitation over 2 hours. The Pacific Coast Highway (Highway 1) was closed due to flooding. Lightning struck a tree and damaged a fence in San Diego County. 40 cloud-to-ground strikes were observed in San Diego County.",304
805592,SANTA CLARA CO.,SAN JOSE,03/10/2019,1645,Lightning, , ,0,0,0,0,CA,PST-8, ,134455,C,85,MTR,0,0,Public, , , ,0,N,0,N,SAN JOSE,03/10/2019,1655,37.33,-121.88,37.33,-121.88,"A thunderstorm over San Jose produced small accumulating hail and lightning. Circ De Sole in San Jose was canceled due to lightning.","An upper low off the coast triggered widespread showers and isolated thunderstorm across the region on March 10th. One storm over the South Bay produced considerable small hail in San Jose along with lightning.",305
805597,SANTA CLARA CO.,SAN JOSE,03/10/2019,1700,Lightning, , ,0,0,0,0,CA,PST-8, ,134455,C,85,MTR,0,0,Public, , , ,1,S,1,S,SAN JOSE,03/10/2019,1702,37.3155,-121.88,37.3155,-121.88,"Video on social media showing lightning striking a transformer causing it to explode.","An upper low off the coast triggered widespread showers and isolated thunderstorm across the region on March 10th. One storm over the South Bay produced considerable small hail in San Jose along with lightning.",306
816045,SHASTA CO.,ENTERPRISE,03/27/2019,1545,Lightning, , ,0,0,10000,0,CA,PST-8, ,135997,C,89,STO,0,0,Public, , , ,2,ESE,2,ESE,ENTERPRISE,03/27/2019,1550,40.56,-122.32,40.56,-122.32,"Two people on social media sent in pictures of a tree hit by lightning. One of them estimated debris landed up to 100 feet away from the location. Time was estimated by radar.","Training thunderstorms brought flooding in Shasta County. Over a foot of snow caused travel problems at the Sierra passes.",307
819468,SAN DIEGO CO., ,04/22/2019,1300,Lightning, , ,0,0,100,0,CA,PST-8, ,136526,C,73,SGX,0,0,Public, , , , , , , , ,04/22/2019,1400, , , , ,"Lightning with these storms first reported over Julian in San Diego County a little after 2 PM PST.","An inside slider upper low brought moisture and instability to SoCal on April 22nd. Thunderstorms developed over the mountains and deserts. Heavy rain, thunder and lightning occurred in these storms. A waterspout was observed in Morena Lake and a webcam captured a possible funnel cloud over Mount Laguna.",308
819881,SAN DIEGO CO., ,04/29/2019,1700,Lightning, , ,0,0,100,0,CA,PST-8, ,136527,C,73,SGX,0,0,Public, , , , , , , , ,04/29/2019,2000, , , , ,"Lightning over San Diego County and the waters totaled 69 cloud to ground lightning strikes on April 29th.","A cut off upper level low moved over SoCal on April 29th, bringing showers and thunderstorms to most of the region. The mountain and valley areas received around 0.50 to 1 of precipitation, while the coastal areas only received around 0.10 to 0.20. Graupel fell in the San Bernardino Mountains.",309
849445,MONO CO.,WALKER,07/25/2019,1515,Lightning, , ,0,1,0,0,CA,PST-8, ,141450,C,51,REV,0,0,Broadcast Media, , , ,12,S,12,S,WALKER,07/25/2019,1516,38.3503,-119.4496,38.3503,-119.4496,"A mechanic working for a California Department of Transportation contractor was|struck by lightning on the afternoon of 25 July in Mono County. The incident happened at 1515PST at a maintenance yard at Sonora Junction. The mechanic had exited his pickup truck and lightning hit the truck and him. His injuries were not life-threatening according to the news report.","Moisture from the eastern Pacific Ocean and the Gulf of California moved northward around the periphery of high pressure centered over the Four-Corners region of the Rockies the 24th into the 25th. This moisture, coupled with the weak flow and increased instability in the lower to middle portions of the atmosphere, resulted in storms producing heavy rains.",310
